text,label
bringing in aliens and aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens fel,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens felony,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens for financial gain,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens for financial gain aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens for financial gain aiding and abetting criminal forfeiture,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens for financial gain aiding and abettting,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens without presentation,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens without presentation aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens without presentation aiding and abetting felony,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens without presentation and aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in aliens without presentation felony,kidnapping; unlawfully transport a person; false imprisonment
bringing in an illegal alien aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in an illegal alien felony,kidnapping; unlawfully transport a person; false imprisonment
bringing in an illegal alien for financial gain,kidnapping; unlawfully transport a person; false imprisonment
bringing in an illegal alien for financial gain aiding and abetting felony,kidnapping; unlawfully transport a person; false imprisonment
bringing in and harboring aliens,kidnapping; unlawfully transport a person; false imprisonment
bringing in and harboring aliens aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in for financial gain aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal alien without presentation,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens and aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens felony,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens for financial gain,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens for financial gain aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens for financial gain and aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens for financial gain transportation of illegal aliens,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens presentation,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens presentation and bail jumping special allegations,bail act violation
bringing in illegal aliens wihout presentation aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens without presentation,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens without presentation aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens without presentation aiding and abetting felony,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens without presentation and aiding and abetting,kidnapping; unlawfully transport a person; false imprisonment
bringing in illegal aliens without presentation felony,kidnapping; unlawfully transport a person; false imprisonment
bringing in unlawful alien without presentation,kidnapping; unlawfully transport a person; false imprisonment
bringing in unlawful aliens without presentation,kidnapping; unlawfully transport a person; false imprisonment
building code,trespassing; remain in area closed to public
building fire while trespassing,trespassing; remain in area closed to public
building fires upon any lands owned by another,trespassing; remain in area closed to public
building fires upon any lands owned by another tresspassing,trespassing; remain in area closed to public
building fires upon any lands owned by another where signs forbidding trespass are displayed,trespassing; remain in area closed to public
